gene,5ss_pairing,3ss_alternative,PSI
AT1G06910,1084,1445,78.71775
AT5G59430,1121,1225,0.9164999999999999
AT5G59430,1121,1217,6.022499999999999
AT5G59430,1121,1214,93.0615
AT3G46590,1263,1359,17.4175
AT3G46590,1263,1356,82.5825
AT2G42580,1823,1910,80.20875000000001
AT2G42580,1823,1899,12.12325
AT2G42580,1823,1890,0.168
AT3G58620,1787,1889,69.4675
AT3G58620,1787,1878,27.99975
AT3G58620,1787,1869,0.03275
AT2G18280,413,1031,0.0
AT2G18280,413,687,1.3602500000000002
AT2G18280,413,1015,0.004
AT2G18280,413,892,0.00025
AT2G18280,413,788,0.00775
AT2G18280,413,722,80.64349999999999
AT2G18280,413,713,0.007250000000000001
AT2G18280,413,701,0.011
AT2G18280,413,698,0.0
AT2G18280,413,690,12.966500000000002
AT1G47270,531,609,2.02275
AT1G47270,531,606,0.0
AT1G47270,531,604,75.08975000000001
AT1G47270,531,601,22.73
AT1G47270,531,589,0.15825
AT3G55380,915,1336,67.82575
AT3G55380,915,1332,32.17425000000001
AT5G56150,229,727,0.002
AT5G56150,229,724,10.62275
AT5G56150,229,721,1.94925
AT5G56150,229,717,87.42675
AT1G71220,8004,8103,55.876
AT1G71220,8004,8100,41.624
AT1G10570,402,758,54.751
AT1G10570,402,755,40.249
AT5G47010,6537,6623,47.73225
AT5G47010,6537,6620,52.26775
AT3G53090,1712,1885,60.84525000000001
AT3G53090,1712,1875,38.906499999999994
AT3G53090,1712,1867,0.24850000000000003
AT3G28030,1669,1981,32.49125
AT3G28030,1669,1977,65.00875
AT1G03190,1141,1539,0.15224999999999997
AT1G03190,1141,1532,61.92049999999999
AT1G03190,1141,1528,35.42775
AT1G08550,1054,1323,10.6915
AT1G08550,1054,1318,86.42425
AT1G08550,1054,1302,0.38375000000000004
AT4G23710,243,663,6.73325
AT4G23710,243,645,0.0785
AT4G23710,243,634,5.418000000000001
AT4G23710,243,624,87.33975000000001
AT4G23710,243,600,0.4305
AT1G28520,840,1007,8.4115
AT1G28520,840,987,0.1305
AT1G28520,840,959,82.625
AT1G28520,840,956,0.324
AT1G28520,840,932,0.00925
AT1G28520,840,922,3.499250000000001
AT2G17790,1400,1595,85.2375
AT2G17790,1400,1519,14.7625
AT4G19490,3525,3738,77.869
AT4G19490,3525,3729,22.131
AT4G16845,2943,3039,80.57050000000001
AT4G16845,2943,3033,16.9295
AT5G04490,1067,1156,71.6615
AT5G04490,1067,1151,23.3385
AT5G39510,1974,2145,96.3805
AT5G39510,1974,2131,3.6195
AT3G04630,632,742,1.9509999999999998
AT3G04630,632,739,44.533249999999995
AT3G04630,632,736,53.515499999999996
AT2G21150,1637,1731,81.11749999999999
AT2G21150,1637,1718,16.3825
AT5G41370,1245,1610,0.9414999999999999
AT5G41370,1245,1575,70.65175
AT5G41370,1245,1558,0.156
AT5G41370,1245,1540,20.7505
AT5G48720,2364,2468,82.37925
AT5G48720,2364,2465,15.120749999999997
AT3G14890,595,682,76.90025
AT3G14890,595,679,23.09975
AT5G59440,339,633,0.00575
AT5G59440,339,587,0.07825
AT5G59440,339,584,49.885000000000005
AT5G59440,339,577,47.53125
AT3G02830,1403,1561,0.11950000000000001
AT3G02830,1403,1551,0.03975
AT3G02830,1403,1526,0.7155
AT3G02830,1403,1514,0.37225
AT3G02830,1403,1504,2.49575
AT3G02830,1403,1498,96.20824999999999
AT3G02830,1403,1471,0.0485
